emb_target,input,strategy,fold,pred_target,emb_r2,raw_r2,emb_wins,n_test,seed,model_path
Chl_a_log1p,16S+18S,temporal_blocked_kfold,0,salinity,0.9314624667167664,-6.764193534851074,True,132,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,0,Chl_a_log1p,0.7130769491195679,-67552.7578125,True,288,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,1,temperature,-1.7251832485198977,-2850.92822265625,True,241,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,1,salinity,0.783565878868103,-45.0683479309082,True,241,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,1,Chl_a_log1p,0.7242609262466431,-477.3538208007813,True,288,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,2,temperature,0.7588139772415161,-1909.2982177734373,True,239,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,2,salinity,0.757622241973877,-114.0688934326172,True,232,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,2,Chl_a_log1p,0.5132039785385132,-122.6655044555664,True,287,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,3,temperature,-1.6571221351623535,-276.8599548339844,True,286,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,3,salinity,0.8559774160385132,-3.364453792572021,True,287,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,3,Chl_a_log1p,0.2829195261001587,-28.45953750610352,True,287,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,4,temperature,0.3231600522994995,-7.762296676635742,True,243,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,4,salinity,0.7295314073562622,0.3627244830131531,True,243,42,auto
Chl_a_log1p,16S+18S,temporal_blocked_kfold,4,Chl_a_log1p,0.8522816300392151,-0.5418628454208374,True,287,42,auto
temperature,16S,temporal_holdout,0,temperature,0.5993914604187012,-8.332035064697266,True,245,42,auto
temperature,16S,temporal_holdout,0,salinity,0.7721930146217346,0.2868247628211975,True,245,42,auto
temperature,16S,temporal_holdout,0,Chl_a_log1p,0.7652474641799927,0.19502657651901245,True,245,42,auto
temperature,16S,leave_one_site_out,0,temperature,0.9926722645759583,0.7043558359146118,True,87,42,auto
temperature,16S,leave_one_site_out,0,salinity,0.7857205867767334,0.46727144718170166,True,87,42,auto
temperature,16S,leave_one_site_out,0,Chl_a_log1p,0.12001019716262817,-0.2902979850769043,True,79,42,auto
temperature,16S,leave_one_site_out,1,temperature,0.9849810004234314,0.6432299017906189,True,84,42,auto
temperature,16S,leave_one_site_out,1,salinity,0.8471119999885559,0.540822446346283,True,84,42,auto
temperature,16S,leave_one_site_out,1,Chl_a_log1p,-0.3059391975402832,-1.0361287593841553,True,79,42,auto
temperature,16S,leave_one_site_out,2,temperature,0.9936809539794922,0.7130521535873413,True,82,42,auto
temperature,16S,leave_one_site_out,2,salinity,0.8190190196037292,0.3974539041519165,True,82,42,auto
temperature,16S,leave_one_site_out,2,Chl_a_log1p,-0.21063125133514404,-0.5765119791030884,True,75,42,auto
temperature,16S,leave_one_site_out,3,temperature,0.9913325905799866,0.6857553720474243,True,88,42,auto
temperature,16S,leave_one_site_out,3,salinity,0.7602721452713013,0.45096510648727417,True,88,42,auto
temperature,16S,leave_one_site_out,3,Chl_a_log1p,-0.010054945945739746,-0.4624878168106079,True,82,42,auto
temperature,16S,leave_one_site_out,4,temperature,0.9787470698356628,0.3842763304710388,True,89,42,auto
temperature,16S,leave_one_site_out,4,salinity,0.45068156719207764,0.3386649489402771,True,88,42,auto
temperature,16S,leave_one_site_out,4,Chl_a_log1p,-0.06226956844329834,-0.43349671363830566,True,84,42,auto
temperature,16S,leave_one_site_out,5,temperature,0.5459007024765015,-0.888615608215332,True,91,42,auto
temperature,16S,leave_one_site_out,5,salinity,-186.7733917236328,-1011.6390991210938,True,90,42,auto
temperature,16S,leave_one_site_out,5,Chl_a_log1p,0.2140333652496338,-14.236061096191406,True,86,42,auto
temperature,16S,leave_one_site_out,6,temperature,0.9850731492042542,0.6280072927474976,True,90,42,auto
temperature,16S,leave_one_site_out,6,salinity,0.8433221578598022,0.432339072227478,True,89,42,auto
temperature,16S,leave_one_site_out,6,Chl_a_log1p,0.4180936813354492,0.3675991892814636,True,85,42,auto
temperature,16S,leave_one_site_out,7,temperature,0.9887574315071106,0.7542033195495605,True,89,42,auto
temperature,16S,leave_one_site_out,7,salinity,0.9280062913894653,0.780882716178894,True,88,42,auto
temperature,16S,leave_one_site_out,7,Chl_a_log1p,0.6261391639709473,0.5575727224349976,True,84,42,auto
temperature,16S,leave_one_site_out,8,temperature,0.9879525899887085,0.7842735052108765,True,91,42,auto
temperature,16S,leave_one_site_out,8,salinity,0.8749821186065674,0.7235040664672852,True,90,42,auto
temperature,16S,leave_one_site_out,8,Chl_a_log1p,0.6303366422653198,0.5069571733474731,True,85,42,auto
temperature,16S,leave_one_site_out,9,temperature,0.9880324006080627,0.7779439091682434,True,88,42,auto
temperature,16S,leave_one_site_out,9,salinity,0.8802878856658936,0.8257555961608887,True,87,42,auto
temperature,16S,leave_one_site_out,9,Chl_a_log1p,0.510511040687561,0.45407795906066895,True,83,42,auto
temperature,16S,leave_one_site_out,10,temperature,0.9912753701210022,0.6839053630828857,True,86,42,auto
temperature,16S,leave_one_site_out,10,salinity,0.9477905035018921,0.6966946125030518,True,85,42,auto
temperature,16S,leave_one_site_out,10,Chl_a_log1p,0.6534277200698853,0.4041252136230469,True,80,42,auto
temperature,16S,leave_one_site_out,11,temperature,0.9800050258636475,0.4807511568069458,True,89,42,auto
temperature,16S,leave_one_site_out,11,salinity,0.9013524055480957,0.36904817819595337,True,89,42,auto
temperature,16S,leave_one_site_out,11,Chl_a_log1p,0.24460864067077637,-11.080913543701172,True,84,42,auto
temperature,16S,leave_one_site_out,12,temperature,0.9865655303001404,0.6319077610969543,True,85,42,auto
temperature,16S,leave_one_site_out,12,salinity,0.8737193942070007,0.5276981592178345,True,85,42,auto
temperature,16S,leave_one_site_out,12,Chl_a_log1p,-0.15806996822357178,-2.373532772064209,True,77,42,auto
temperature,16S,leave_one_site_out,13,temperature,0.9803205728530884,0.5856348276138306,True,84,42,auto
temperature,16S,leave_one_site_out,13,salinity,0.8506177663803101,0.1723804473876953,True,84,42,auto
temperature,16S,leave_one_site_out,13,Chl_a_log1p,0.009951531887054443,-0.8465534448623657,True,78,42,auto
temperature,18S,temporal_holdout,0,temperature,0.709040641784668,-17.14407730102539,True,245,42,auto
temperature,18S,temporal_holdout,0,salinity,0.7317105531692505,-2.0049126148223877,True,245,42,auto
temperature,18S,temporal_holdout,0,Chl_a_log1p,0.7813256978988647,-0.4344431161880493,True,245,42,auto
temperature,18S,leave_one_site_out,0,temperature,0.9857887029647827,0.6337707042694092,True,87,42,auto
temperature,18S,leave_one_site_out,0,salinity,0.7110576629638672,0.459189236164093,True,87,42,auto
temperature,18S,leave_one_site_out,0,Chl_a_log1p,0.07813876867294312,-0.31544172763824463,True,79,42,auto
temperature,18S,leave_one_site_out,1,temperature,0.9806790351867676,0.8253421187400818,True,84,42,auto
temperature,18S,leave_one_site_out,1,salinity,0.6390384435653687,0.5552892684936523,True,84,42,auto
temperature,18S,leave_one_site_out,1,Chl_a_log1p,-0.21248626708984375,-0.5699435472488403,True,79,42,auto
temperature,18S,leave_one_site_out,2,temperature,0.9909664988517761,0.7977691292762756,True,82,42,auto
temperature,18S,leave_one_site_out,2,salinity,0.6708178520202637,0.6025334000587463,True,82,42,auto
temperature,18S,leave_one_site_out,2,Chl_a_log1p,-0.06105339527130127,-0.5330246686935425,True,75,42,auto
temperature,18S,leave_one_site_out,3,temperature,0.9844987988471985,0.7437185049057007,True,88,42,auto
temperature,18S,leave_one_site_out,3,salinity,0.636162281036377,0.04724007844924927,True,88,42,auto
temperature,18S,leave_one_site_out,3,Chl_a_log1p,-0.11839902400970459,-0.9246606826782227,True,82,42,auto
temperature,18S,leave_one_site_out,4,temperature,0.9846624732017517,0.7055580615997314,True,89,42,auto
temperature,18S,leave_one_site_out,4,salinity,0.42706960439682007,0.1570693850517273,True,88,42,auto
temperature,18S,leave_one_site_out,4,Chl_a_log1p,0.03764981031417847,0.020077228546142578,True,84,42,auto
temperature,18S,leave_one_site_out,5,temperature,0.8883469104766846,-41.419010162353516,True,91,42,auto
temperature,18S,leave_one_site_out,5,salinity,-887.6668090820312,-28456.89453125,True,90,42,auto
temperature,18S,leave_one_site_out,5,Chl_a_log1p,0.19839447736740112,-65.47638702392578,True,86,42,auto
temperature,18S,leave_one_site_out,6,temperature,0.9844926595687866,0.10963159799575806,True,90,42,auto
temperature,18S,leave_one_site_out,6,salinity,0.7901766300201416,0.6697437763214111,True,89,42,auto
temperature,18S,leave_one_site_out,6,Chl_a_log1p,0.4074813723564148,0.07452213764190674,True,85,42,auto
temperature,18S,leave_one_site_out,7,temperature,0.9882411360740662,0.7977964878082275,True,89,42,auto
temperature,18S,leave_one_site_out,7,salinity,0.878930389881134,0.5882920026779175,True,88,42,auto
temperature,18S,leave_one_site_out,7,Chl_a_log1p,0.540127158164978,-2.3390464782714844,True,84,42,auto
temperature,18S,leave_one_site_out,8,temperature,0.9895846843719482,0.8349671959877014,True,91,42,auto
temperature,18S,leave_one_site_out,8,salinity,0.8054512143135071,0.8277171850204468,False,90,42,auto
temperature,18S,leave_one_site_out,8,Chl_a_log1p,0.6560364365577698,0.5729847550392151,True,85,42,auto
temperature,18S,leave_one_site_out,9,temperature,0.9918402433395386,0.9021652340888977,True,88,42,auto
temperature,18S,leave_one_site_out,9,salinity,0.8051294684410095,0.8736852407455444,False,87,42,auto
temperature,18S,leave_one_site_out,9,Chl_a_log1p,0.5250076055526733,0.5136165618896484,True,83,42,auto
temperature,18S,leave_one_site_out,10,temperature,0.9914950132369995,0.8308597207069397,True,86,42,auto
temperature,18S,leave_one_site_out,10,salinity,0.8748061656951904,0.6606781482696533,True,85,42,auto
temperature,18S,leave_one_site_out,10,Chl_a_log1p,0.6714823246002197,0.7021256685256958,False,80,42,auto
temperature,18S,leave_one_site_out,11,temperature,0.9844502806663513,0.8339739441871643,True,89,42,auto
temperature,18S,leave_one_site_out,11,salinity,0.7726540565490723,0.7783427834510803,False,89,42,auto
temperature,18S,leave_one_site_out,11,Chl_a_log1p,0.3916756510734558,0.4163144826889038,False,84,42,auto
temperature,18S,leave_one_site_out,12,temperature,0.9847750663757324,0.8481242656707764,True,85,42,auto
temperature,18S,leave_one_site_out,12,salinity,0.6759182214736938,0.5262984037399292,True,85,42,auto
temperature,18S,leave_one_site_out,12,Chl_a_log1p,-0.04915416240692139,0.025725901126861572,False,77,42,auto
temperature,18S,leave_one_site_out,13,temperature,0.9807315468788147,0.7829421162605286,True,84,42,auto
temperature,18S,leave_one_site_out,13,salinity,0.7581615447998047,0.1426357626914978,True,84,42,auto
temperature,18S,leave_one_site_out,13,Chl_a_log1p,-0.19462811946868896,-0.28843915462493896,True,78,42,auto
temperature,16S+18S,temporal_holdout,0,temperature,0.5891966819763184,-11.03810977935791,True,245,42,auto
temperature,16S+18S,temporal_holdout,0,salinity,0.8077303171157837,0.4796960949897766,True,245,42,auto
temperature,16S+18S,temporal_holdout,0,Chl_a_log1p,0.7802198529243469,0.1513282060623169,True,245,42,auto
temperature,16S+18S,leave_one_site_out,0,temperature,0.9919514656066895,0.8602430820465088,True,87,42,auto
temperature,16S+18S,leave_one_site_out,0,salinity,0.8034734129905701,0.5647995471954346,True,87,42,auto
temperature,16S+18S,leave_one_site_out,0,Chl_a_log1p,0.0627475380897522,-0.013968586921691895,True,79,42,auto
temperature,16S+18S,leave_one_site_out,1,temperature,0.9829838275909424,0.8158459067344666,True,84,42,auto
temperature,16S+18S,leave_one_site_out,1,salinity,0.8337587714195251,0.7110653519630432,True,84,42,auto
temperature,16S+18S,leave_one_site_out,1,Chl_a_log1p,-0.4622596502304077,-0.6618965864181519,True,79,42,auto
temperature,16S+18S,leave_one_site_out,2,temperature,0.9925243258476257,0.8461171984672546,True,82,42,auto
temperature,16S+18S,leave_one_site_out,2,salinity,0.8578561544418335,0.6596744060516357,True,82,42,auto
temperature,16S+18S,leave_one_site_out,2,Chl_a_log1p,-0.18273115158081055,-0.579571008682251,True,75,42,auto
temperature,16S+18S,leave_one_site_out,3,temperature,0.9887390732765198,0.8558696508407593,True,88,42,auto
temperature,16S+18S,leave_one_site_out,3,salinity,0.6847568154335022,0.583069920539856,True,88,42,auto
temperature,16S+18S,leave_one_site_out,3,Chl_a_log1p,-0.012838482856750488,-0.4945712089538574,True,82,42,auto
temperature,16S+18S,leave_one_site_out,4,temperature,0.9837730526924133,0.5066884756088257,True,89,42,auto
temperature,16S+18S,leave_one_site_out,4,salinity,0.4517667889595032,0.19659298658370972,True,88,42,auto
temperature,16S+18S,leave_one_site_out,4,Chl_a_log1p,0.03223371505737305,-0.16649878025054932,True,84,42,auto
temperature,16S+18S,leave_one_site_out,5,temperature,0.746145486831665,-24.276485443115234,True,91,42,auto
temperature,16S+18S,leave_one_site_out,5,salinity,-130.43173217773438,-13298.095703125,True,90,42,auto
temperature,16S+18S,leave_one_site_out,5,Chl_a_log1p,0.3744264245033264,-66.08736419677734,True,86,42,auto
temperature,16S+18S,leave_one_site_out,6,temperature,0.9858288764953613,0.7197760343551636,True,90,42,auto
temperature,16S+18S,leave_one_site_out,6,salinity,0.8570617437362671,0.7407650351524353,True,89,42,auto
temperature,16S+18S,leave_one_site_out,6,Chl_a_log1p,0.38095057010650635,-0.8133310079574585,True,85,42,auto
temperature,16S+18S,leave_one_site_out,7,temperature,0.9896466135978699,0.8800495862960815,True,89,42,auto
temperature,16S+18S,leave_one_site_out,7,salinity,0.9094575643539429,0.7574025392532349,True,88,42,auto
temperature,16S+18S,leave_one_site_out,7,Chl_a_log1p,0.6220642328262329,-0.47886228561401367,True,84,42,auto
temperature,16S+18S,leave_one_site_out,8,temperature,0.9904746413230896,0.8771430253982544,True,91,42,auto
temperature,16S+18S,leave_one_site_out,8,salinity,0.8668314814567566,0.8485909700393677,True,90,42,auto
temperature,16S+18S,leave_one_site_out,8,Chl_a_log1p,0.6197586059570312,0.6217902898788452,False,85,42,auto
temperature,16S+18S,leave_one_site_out,9,temperature,0.9901956915855408,0.9242270588874817,True,88,42,auto
temperature,16S+18S,leave_one_site_out,9,salinity,0.8782970905303955,0.8934026956558228,False,87,42,auto
temperature,16S+18S,leave_one_site_out,9,Chl_a_log1p,0.4740481972694397,0.5499956011772156,False,83,42,auto
temperature,16S+18S,leave_one_site_out,10,temperature,0.9927606582641602,0.8422127366065979,True,86,42,auto
temperature,16S+18S,leave_one_site_out,10,salinity,0.9321180582046509,0.7945396900177002,True,85,42,auto
temperature,16S+18S,leave_one_site_out,10,Chl_a_log1p,0.6814539432525635,0.7107218503952026,False,80,42,auto
temperature,16S+18S,leave_one_site_out,11,temperature,0.9835447669029236,0.5108743906021118,True,89,42,auto
temperature,16S+18S,leave_one_site_out,11,salinity,0.8586549758911133,0.7892637848854065,True,89,42,auto
temperature,16S+18S,leave_one_site_out,11,Chl_a_log1p,0.3175085186958313,-3.5615577697753906,True,84,42,auto
temperature,16S+18S,leave_one_site_out,12,temperature,0.9848670959472656,0.8813529014587402,True,85,42,auto
temperature,16S+18S,leave_one_site_out,12,salinity,0.8111271858215332,0.6793984174728394,True,85,42,auto
temperature,16S+18S,leave_one_site_out,12,Chl_a_log1p,-0.10333847999572754,-0.7475301027297974,True,77,42,auto
temperature,16S+18S,leave_one_site_out,13,temperature,0.9752793312072754,0.8251110315322876,True,84,42,auto
temperature,16S+18S,leave_one_site_out,13,salinity,0.7778022885322571,0.5105711221694946,True,84,42,auto
temperature,16S+18S,leave_one_site_out,13,Chl_a_log1p,-0.0635378360748291,-0.41560685634613037,True,78,42,auto
salinity,16S,temporal_holdout,0,temperature,0.43169546127319336,-6.253901958465576,True,243,42,auto
salinity,16S,temporal_holdout,0,salinity,0.9271318316459656,0.225225031375885,True,243,42,auto
salinity,16S,temporal_holdout,0,Chl_a_log1p,0.8149185180664062,0.251076340675354,True,243,42,auto
salinity,16S,leave_one_site_out,0,temperature,0.9569380283355713,0.704554557800293,True,87,42,auto
salinity,16S,leave_one_site_out,0,salinity,0.9606807827949524,0.46803247928619385,True,87,42,auto
salinity,16S,leave_one_site_out,0,Chl_a_log1p,0.1744755506515503,-0.2825843095779419,True,79,42,auto
salinity,16S,leave_one_site_out,1,temperature,0.9485889673233032,0.6436235308647156,True,84,42,auto
salinity,16S,leave_one_site_out,1,salinity,0.968372642993927,0.5409563779830933,True,84,42,auto
salinity,16S,leave_one_site_out,1,Chl_a_log1p,-0.2130798101425171,-1.0292692184448242,True,79,42,auto
salinity,16S,leave_one_site_out,2,temperature,0.9500589370727539,0.7137408256530762,True,82,42,auto
salinity,16S,leave_one_site_out,2,salinity,0.9619471430778503,0.3948456645011902,True,82,42,auto
salinity,16S,leave_one_site_out,2,Chl_a_log1p,-0.03292274475097656,-0.5721871852874756,True,75,42,auto
salinity,16S,leave_one_site_out,3,temperature,0.9568774700164795,0.6854839324951172,True,88,42,auto
salinity,16S,leave_one_site_out,3,salinity,0.9206119179725647,0.4492456316947937,True,88,42,auto
salinity,16S,leave_one_site_out,3,Chl_a_log1p,-0.12070369720458984,-0.46494102478027344,True,82,42,auto
salinity,16S,leave_one_site_out,4,temperature,0.9359511137008667,0.38702940940856934,True,88,42,auto
salinity,16S,leave_one_site_out,4,salinity,0.6843297481536865,0.34115421772003174,True,88,42,auto
salinity,16S,leave_one_site_out,4,Chl_a_log1p,0.07066810131072998,-0.4291071891784668,True,83,42,auto
salinity,16S,leave_one_site_out,5,temperature,0.700458288192749,-0.9099588394165039,True,90,42,auto
salinity,16S,leave_one_site_out,5,salinity,-224.03160095214844,-1013.666748046875,True,90,42,auto
salinity,16S,leave_one_site_out,5,Chl_a_log1p,0.12070125341415405,-15.075946807861328,True,85,42,auto
salinity,16S,leave_one_site_out,6,temperature,0.9638015031814575,0.6287533044815063,True,89,42,auto
salinity,16S,leave_one_site_out,6,salinity,0.9503939151763916,0.43109554052352905,True,89,42,auto
salinity,16S,leave_one_site_out,6,Chl_a_log1p,0.566085696220398,0.35956817865371704,True,84,42,auto
salinity,16S,leave_one_site_out,7,temperature,0.9587106704711914,0.7544245719909668,True,88,42,auto
salinity,16S,leave_one_site_out,7,salinity,0.9732239246368408,0.7804874777793884,True,88,42,auto
salinity,16S,leave_one_site_out,7,Chl_a_log1p,0.6726475954055786,0.5554951429367065,True,83,42,auto
salinity,16S,leave_one_site_out,8,temperature,0.9684818387031555,0.7844629287719727,True,90,42,auto
salinity,16S,leave_one_site_out,8,salinity,0.9102413654327393,0.7239372730255127,True,90,42,auto
salinity,16S,leave_one_site_out,8,Chl_a_log1p,0.6134082674980164,0.5085577964782715,True,84,42,auto
salinity,16S,leave_one_site_out,9,temperature,0.9651450514793396,0.7780023217201233,True,87,42,auto
salinity,16S,leave_one_site_out,9,salinity,0.9402903914451599,0.8252774477005005,True,87,42,auto
salinity,16S,leave_one_site_out,9,Chl_a_log1p,0.5423768758773804,0.447662353515625,True,82,42,auto
salinity,16S,leave_one_site_out,10,temperature,0.9610331654548645,0.683979868888855,True,85,42,auto
salinity,16S,leave_one_site_out,10,salinity,0.977332353591919,0.6904934644699097,True,86,42,auto
salinity,16S,leave_one_site_out,10,Chl_a_log1p,0.6691954135894775,0.4213182330131531,True,80,42,auto
salinity,16S,leave_one_site_out,11,temperature,0.920365571975708,0.4717504382133484,True,89,42,auto
salinity,16S,leave_one_site_out,11,salinity,0.938937783241272,0.3661804795265198,True,89,42,auto
salinity,16S,leave_one_site_out,11,Chl_a_log1p,0.18699496984481812,-10.552604675292969,True,84,42,auto
salinity,16S,leave_one_site_out,12,temperature,0.9574350118637085,0.6313880681991577,True,85,42,auto
salinity,16S,leave_one_site_out,12,salinity,0.9696298241615295,0.5262094736099243,True,85,42,auto
salinity,16S,leave_one_site_out,12,Chl_a_log1p,-0.07883596420288086,-2.415827512741089,True,77,42,auto
salinity,16S,leave_one_site_out,13,temperature,0.950087308883667,0.5857094526290894,True,84,42,auto
salinity,16S,leave_one_site_out,13,salinity,0.9589199423789978,0.17030584812164307,True,84,42,auto
salinity,16S,leave_one_site_out,13,Chl_a_log1p,0.07046622037887573,-0.8542430400848389,True,78,42,auto
salinity,18S,temporal_holdout,0,temperature,0.6061681509017944,-17.57773208618164,True,243,42,auto
salinity,18S,temporal_holdout,0,salinity,0.9015619158744812,-2.0921616554260254,True,243,42,auto
salinity,18S,temporal_holdout,0,Chl_a_log1p,0.6724051237106323,-0.4518052339553833,True,243,42,auto
salinity,18S,leave_one_site_out,0,temperature,0.9297917485237122,0.6365566253662109,True,87,42,auto
salinity,18S,leave_one_site_out,0,salinity,0.8888722658157349,0.4581944942474365,True,87,42,auto
salinity,18S,leave_one_site_out,0,Chl_a_log1p,0.04496634006500244,-0.3341102600097656,True,79,42,auto
salinity,18S,leave_one_site_out,1,temperature,0.9257499575614929,0.8251899480819702,True,84,42,auto
salinity,18S,leave_one_site_out,1,salinity,0.9339778423309326,0.5553033351898193,True,84,42,auto
salinity,18S,leave_one_site_out,1,Chl_a_log1p,-0.15173494815826416,-0.57855224609375,True,79,42,auto
salinity,18S,leave_one_site_out,2,temperature,0.9504871368408203,0.7978009581565857,True,82,42,auto
salinity,18S,leave_one_site_out,2,salinity,0.9068663716316223,0.6028086543083191,True,82,42,auto
salinity,18S,leave_one_site_out,2,Chl_a_log1p,0.00243300199508667,-0.5255371332168579,True,75,42,auto
salinity,18S,leave_one_site_out,3,temperature,0.9487965703010559,0.7433589696884155,True,88,42,auto
salinity,18S,leave_one_site_out,3,salinity,0.9026920795440674,0.04653823375701904,True,88,42,auto
salinity,18S,leave_one_site_out,3,Chl_a_log1p,0.17986208200454712,-0.9118475914001465,True,82,42,auto
salinity,18S,leave_one_site_out,4,temperature,0.9433850646018982,0.7056255340576172,True,88,42,auto
salinity,18S,leave_one_site_out,4,salinity,0.6907357573509216,0.15375852584838867,True,88,42,auto
salinity,18S,leave_one_site_out,4,Chl_a_log1p,0.029156804084777832,0.017803609371185303,True,83,42,auto
salinity,18S,leave_one_site_out,5,temperature,0.6440289616584778,-41.048954010009766,True,90,42,auto
salinity,18S,leave_one_site_out,5,salinity,-465.4386291503906,-28527.607421875,True,90,42,auto
salinity,18S,leave_one_site_out,5,Chl_a_log1p,0.016356945037841797,-66.29888916015625,True,85,42,auto
salinity,18S,leave_one_site_out,6,temperature,0.9352758526802063,0.11510366201400757,True,89,42,auto
salinity,18S,leave_one_site_out,6,salinity,0.9322123527526855,0.6697766780853271,True,89,42,auto
salinity,18S,leave_one_site_out,6,Chl_a_log1p,0.409625768661499,0.051332056522369385,True,84,42,auto
salinity,18S,leave_one_site_out,7,temperature,0.9471603035926819,0.7852004766464233,True,88,42,auto
salinity,18S,leave_one_site_out,7,salinity,0.9623322486877441,0.5876227617263794,True,88,42,auto
salinity,18S,leave_one_site_out,7,Chl_a_log1p,0.6686393022537231,-2.5849978923797607,True,83,42,auto
salinity,18S,leave_one_site_out,8,temperature,0.9542961716651917,0.8339135646820068,True,90,42,auto
salinity,18S,leave_one_site_out,8,salinity,0.9109957218170166,0.8272198438644409,True,90,42,auto
salinity,18S,leave_one_site_out,8,Chl_a_log1p,0.7144696712493896,0.572752833366394,True,84,42,auto
salinity,18S,leave_one_site_out,9,temperature,0.9367489218711853,0.9021482467651367,True,87,42,auto
salinity,18S,leave_one_site_out,9,salinity,0.94069504737854,0.8737187385559082,True,87,42,auto
salinity,18S,leave_one_site_out,9,Chl_a_log1p,0.4742956757545471,0.5056621432304382,False,82,42,auto
salinity,18S,leave_one_site_out,10,temperature,0.9431517720222473,0.8295698761940002,True,85,42,auto
salinity,18S,leave_one_site_out,10,salinity,0.9607536196708679,0.6605559587478638,True,86,42,auto
salinity,18S,leave_one_site_out,10,Chl_a_log1p,0.643946647644043,0.7142690420150757,False,80,42,auto
salinity,18S,leave_one_site_out,11,temperature,0.9462373852729797,0.8345732688903809,True,89,42,auto
salinity,18S,leave_one_site_out,11,salinity,0.8818159103393555,0.778309166431427,True,89,42,auto
salinity,18S,leave_one_site_out,11,Chl_a_log1p,0.3013586401939392,0.4132867455482483,False,84,42,auto
salinity,18S,leave_one_site_out,12,temperature,0.9441682696342468,0.8495253324508667,True,85,42,auto
salinity,18S,leave_one_site_out,12,salinity,0.9179630279541016,0.5255981683731079,True,85,42,auto
salinity,18S,leave_one_site_out,12,Chl_a_log1p,-0.07710671424865723,0.02880150079727173,False,77,42,auto
salinity,18S,leave_one_site_out,13,temperature,0.9477176070213318,0.783077597618103,True,84,42,auto
salinity,18S,leave_one_site_out,13,salinity,0.8961204290390015,0.1424044966697693,True,84,42,auto
salinity,18S,leave_one_site_out,13,Chl_a_log1p,0.20397722721099854,-0.2827587127685547,True,78,42,auto
salinity,16S+18S,temporal_holdout,0,temperature,0.5609360933303833,-10.330151557922363,True,243,42,auto
salinity,16S+18S,temporal_holdout,0,salinity,0.9333266019821167,0.4653155207633972,True,243,42,auto
salinity,16S+18S,temporal_holdout,0,Chl_a_log1p,0.7929732203483582,0.12309068441390991,True,243,42,auto
salinity,16S+18S,leave_one_site_out,0,temperature,0.9642316102981567,0.8603982329368591,True,87,42,auto
salinity,16S+18S,leave_one_site_out,0,salinity,0.9527677297592163,0.5650514960289001,True,87,42,auto
salinity,16S+18S,leave_one_site_out,0,Chl_a_log1p,0.12388521432876587,-0.029270172119140625,True,79,42,auto
salinity,16S+18S,leave_one_site_out,1,temperature,0.9603928923606873,0.8161866068840027,True,84,42,auto
salinity,16S+18S,leave_one_site_out,1,salinity,0.9659999012947083,0.7111539840698242,True,84,42,auto
salinity,16S+18S,leave_one_site_out,1,Chl_a_log1p,-0.06251132488250732,-0.6700021028518677,True,79,42,auto
salinity,16S+18S,leave_one_site_out,2,temperature,0.9562755823135376,0.8465147018432617,True,82,42,auto
salinity,16S+18S,leave_one_site_out,2,salinity,0.9723809957504272,0.6590145826339722,True,82,42,auto
salinity,16S+18S,leave_one_site_out,2,Chl_a_log1p,-0.004349470138549805,-0.570926308631897,True,75,42,auto
salinity,16S+18S,leave_one_site_out,3,temperature,0.9625921249389648,0.8559091091156006,True,88,42,auto
salinity,16S+18S,leave_one_site_out,3,salinity,0.9234088063240051,0.5826549530029297,True,88,42,auto
salinity,16S+18S,leave_one_site_out,3,Chl_a_log1p,-0.1943809986114502,-0.4745481014251709,True,82,42,auto
salinity,16S+18S,leave_one_site_out,4,temperature,0.9589880108833313,0.5090173482894897,True,88,42,auto
salinity,16S+18S,leave_one_site_out,4,salinity,0.7027758359909058,0.1969098448753357,True,88,42,auto
salinity,16S+18S,leave_one_site_out,4,Chl_a_log1p,-0.07130002975463867,-0.173353910446167,True,83,42,auto
salinity,16S+18S,leave_one_site_out,5,temperature,0.5243932008743286,-24.183534622192383,True,90,42,auto
salinity,16S+18S,leave_one_site_out,5,salinity,-206.58973693847656,-13330.935546875,True,90,42,auto
salinity,16S+18S,leave_one_site_out,5,Chl_a_log1p,0.15101659297943115,-67.51583099365234,True,85,42,auto
salinity,16S+18S,leave_one_site_out,6,temperature,0.9570618271827698,0.7201023101806641,True,89,42,auto
salinity,16S+18S,leave_one_site_out,6,salinity,0.9501252174377441,0.7406712770462036,True,89,42,auto
salinity,16S+18S,leave_one_site_out,6,Chl_a_log1p,0.47827357053756714,-0.8362288475036621,True,84,42,auto
salinity,16S+18S,leave_one_site_out,7,temperature,0.9481558203697205,0.8697021007537842,True,88,42,auto
salinity,16S+18S,leave_one_site_out,7,salinity,0.9722453355789185,0.7575744986534119,True,88,42,auto
