r2,rmse,mae,features,model,target,input,strategy,fold,n_train,n_test,seed,model_path
0.6242913603782654,0.3472368518078593,0.2664242386817932,embedding,ridge,Chl_a_log1p,16S,leave_one_site_out,6,1332,105,42,...
0.5077046155929565,0.39747799548536683,0.3036127984523773,embedding,knn,Chl_a_log1p,16S,leave_one_site_out,6,1332,105,42,...
0.14870160818099976,0.5226863196693895,0.38663509488105774,raw,ridge,Chl_a_log1p,16S,leave_one_site_out,6,1332,105,42,...
0.13129323720932007,0.5280035341968163,0.4116150736808777,raw,knn,Chl_a_log1p,16S,leave_one_site_out,6,1332,105,42,...
0.7475358247756958,0.37502809260364495,0.2714690566062927,embedding,ridge,Chl_a_log1p,16S,leave_one_site_out,7,1333,104,42,...
0.6631776094436646,0.43317602845076086,0.3116954565048218,embedding,knn,Chl_a_log1p,16S,leave_one_site_out,7,1333,104,42,...
0.5025333762168884,0.5264363712288274,0.39460283517837524,raw,ridge,Chl_a_log1p,16S,leave_one_site_out,7,1333,104,42,...
0.5360763072967529,0.5083785496858172,0.3541296124458313,raw,knn,Chl_a_log1p,16S,leave_one_site_out,7,1333,104,42,...
0.6965982913970947,0.5455065362890102,0.329632431268692,embedding,ridge,Chl_a_log1p,16S,leave_one_site_out,8,1335,102,42,...
0.6653738021850586,0.5728895672255567,0.346671462059021,embedding,knn,Chl_a_log1p,16S,leave_one_site_out,8,1335,102,42,...
0.44476252794265747,0.7379557785260767,0.511544942855835,raw,ridge,Chl_a_log1p,16S,leave_one_site_out,8,1335,102,42,...
0.5479487180709839,0.6658629077323984,0.4377434551715851,raw,knn,Chl_a_log1p,16S,leave_one_site_out,8,1335,102,42,...
0.6221127510070801,0.5130851208317664,0.27916228771209717,embedding,ridge,Chl_a_log1p,16S,leave_one_site_out,9,1333,104,42,...
0.5876801013946533,0.535951455159796,0.29005905985832214,embedding,knn,Chl_a_log1p,16S,leave_one_site_out,9,1333,104,42,...
0.4564847946166992,0.6153386103416535,0.4425242245197296,raw,ridge,Chl_a_log1p,16S,leave_one_site_out,9,1333,104,42,...
0.4964951276779175,0.5922569526064597,0.3764176666736603,raw,knn,Chl_a_log1p,16S,leave_one_site_out,9,1333,104,42,...
0.8007888793945312,0.31659813937313996,0.25069910287857056,embedding,ridge,Chl_a_log1p,16S,leave_one_site_out,10,1333,104,42,...
